id,college_name,college_city,college_state
24799,"Eklavya Dental College & Hospital, Jaipur",Jaipur,Rajasthan
24800,"NIMS College of Physiotherapy, Jaipur",Jaipur,Rajasthan
24801,"Mahatma Gandhi Physiotherapy College, Jaipur",Jaipur,Rajasthan
24802,Banasthali Vidyapeeth Womens Institute For Studies In Development Oriented Management,Jaipur,Rajasthan
24803,"Deepshikha College of Technical Education, Jaipur",Jaipur,Rajasthan
24804,University Computer Centre,Jaipur,Rajasthan
24805,"Institute of Computer Science & Information Technology, NIMS University, Jaipur",Jaipur,Rajasthan
24806,"Educosm College, Jaipur",Jaipur,Rajasthan
24807,"Centre For Electronic Governance, Jaipur",Jaipur,Rajasthan
24808,"Shree Karni Institute of Science Management & Technology, Jaipur",Jaipur,Rajasthan
24809,"Sanskar Bharti TT College, Jaipur",Jaipur,Rajasthan
24810,"BBD Government College, Chimanpura",Jaipur,Rajasthan
24811,"Amity Business School, Jaipur",Jaipur,Rajasthan
24812,"Tagore B Ed College, Jaipur",Jaipur,Rajasthan
24813,"Supereme Bal Bharti B Ed College, Hingonia",Jaipur,Rajasthan
24814,"Super King Teachers Training College, Jaipur",Jaipur,Rajasthan
24815,"St Joseph TT College, Jaipur",Jaipur,Rajasthan
24816,"St Xavier Teacher Traning College (SXTTC), Jaipur",Jaipur,Rajasthan
24817,"Smt Sarabati Devi Mahila T T College, Jaipur",Jaipur,Rajasthan
24818,"Sneh Teachers Training College, Jaipur",Jaipur,Rajasthan
24819,"Shyam T T College, Kotputli",Jaipur,Rajasthan
24820,"Siddhi Vinayak Teachers Training College, Jaipur",Jaipur,Rajasthan
24821,"Smt Kamla Devi Shikshak Prashikshan Mahavidyalaya, Jobner",Jaipur,Rajasthan
24822,"Savitri Bai Phule Shiksha Prashikshan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24823,"Shree Seva Sikshak Teacher Training College, Jaipur",Jaipur,Rajasthan
24824,"Shri Sharma TT College, Jaipur",Jaipur,Rajasthan
24825,"Shri Shirdi Sai Baba Mahila B Ed College, Jaipur",Jaipur,Rajasthan
24826,"Sanjay Teachers Training College, Jaipur",Jaipur,Rajasthan
24827,"Sanskar Bharti Mahila Teachers Training College, Jaipur",Jaipur,Rajasthan
24828,"Sant Jogendra Teacher Training College, Jaipur",Jaipur,Rajasthan
24829,"Sant Radha Raman Teachers Training College, Jaipur",Jaipur,Rajasthan
24830,"Saraswati B Ed College, Mansarover",Jaipur,Rajasthan
24831,"S S S T T College, Jaipur",Jaipur,Rajasthan
24832,"Sadguru Institute Of Professional Education, Jaipur",Jaipur,Rajasthan
24833,"Sand Dunes B Ed College, Jaipur",Jaipur,Rajasthan
24834,"SS Jain Subodh Mahila Shikshak Prashikshan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24835,"Rekha Shiksha Prashikshan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24836,"Rajasthan Shikshak Prashikshan Vidyapeeth, Jaipur",Jaipur,Rajasthan
24837,"Rama Krishna Women Teachers Training College, Jaipur",Jaipur,Rajasthan
24838,"Rajasthan Shiksha Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24839,"Raghukul B Ed College, Jaipur",Jaipur,Rajasthan
24840,"Pratibha T T College, Jaipur",Jaipur,Rajasthan
24841,"N K Shikshak Prashikshan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24842,"Nav Bharti Shikshak Prashikshan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24843,"Modern Education Society Woman Teachers Training College, Jaipur",Jaipur,Rajasthan
24844,"Mira Girls College, Jaipur",Jaipur,Rajasthan
24845,"MKB Mahila B Ed Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24846,"Mahatma Jyotiba Phule Shikshak Prashikshan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24847,"Maheshwari College of Commerce and Arts (MCCA), Jaipur",Jaipur,Rajasthan
24848,"Marigold B Ed College, Jaipur",Jaipur,Rajasthan
24849,"Meera Keshav Mahila Shikshak Prashikshan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24850,"Mehta Teacher Training College, Jaipur",Jaipur,Rajasthan
24851,"Maharshi Sandeepani TT College, Jaipur",Jaipur,Rajasthan
24852,"Mahatma Jyoti Rao Phoole Womens B Ed College, Jaipur",Jaipur,Rajasthan
24853,"Maharshi Dayanand B Ed College, Jaipur",Jaipur,Rajasthan
24854,"Maharshi Dayanand Law College (MDLC), Jaipur",Jaipur,Rajasthan
24855,"Maharani Girls Engineering College (MGEC), Jaipur",Jaipur,Rajasthan
24856,"Lokesh Teachers Training College, Jaipur",Jaipur,Rajasthan
24857,"Lokmanya Tilak Degree B Ed College, Jaipur",Jaipur,Rajasthan
24858,"Jasoda Devi Teachers Training College, Jaipur",Jaipur,Rajasthan
24859,"Kanoria Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24860,"Jagriti Teachers Training College, Jaipur",Jaipur,Rajasthan
24861,"Indian Angels Mahila T T College, Jaipur",Jaipur,Rajasthan
24862,"Hans PG College, Kotputli",Jaipur,Rajasthan
24863,"Hans Law College, Kotputli",Jaipur,Rajasthan
24864,"Hans Teachers Training College, Jaipur",Jaipur,Rajasthan
24865,"IGM Teachers Training College, Jaipur",Jaipur,Rajasthan
24866,"Gandi Devi Shikshan Sansthan, Jaipur",Jaipur,Rajasthan
24867,"Easwaramma Shikshak Prashikshan Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24868,"Deepshikha Teachers Training College, Jaipur",Jaipur,Rajasthan
24869,"Dev Bed Girls College, Jaipur",Jaipur,Rajasthan
24870,"Devi Dutt Dalmiya Sharirik Shiksha Mahavidyalaya College, Jaipur",Jaipur,Rajasthan
24871,"Dr B R Ambedkar PG College, Jaipur",Jaipur,Rajasthan
24872,"Choudhary TT College, Jaipur",Jaipur,Rajasthan
24873,"Brightmoon Teachers Training College, Jaipur",Jaipur,Rajasthan
24874,"Bright Future T T College, Jaipur",Jaipur,Rajasthan
24875,"Biyani Law College, Jaipur",Jaipur,Rajasthan
24876,"Biff & Bright Teachers Training College, Jaipur",Jaipur,Rajasthan
24877,"Biyani Girls B Ed College, Jaipur",Jaipur,Rajasthan
24878,"Bharti Vidyapeeth Teacher Training College, Jaipur",Jaipur,Rajasthan
24879,"Baba Narayandas T T College, Jaipur",Jaipur,Rajasthan
24880,"Ahinsa T T College, Jaipur",Jaipur,Rajasthan
24881,"Alankar Girls Law College, Jaipur",Jaipur,Rajasthan
24882,"Amer Maharaja PG College, Jaipur",Jaipur,Rajasthan
24883,"Ahangaran Girls College, Jaipur",Jaipur,Rajasthan
24884,"Acharya Chanakya Shiksha Pratisthan, Kotputli",Jaipur,Rajasthan
24885,"Adarsh Bal Shala Mahila Shikshak Prashikshan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24886,"B R Memorial TT College, Jhotwara",Jaipur,Rajasthan
24887,"APS Shikshan Prashikshan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24888,"Anuradha Mahila Shikshak Prashikshan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24889,"B D Memorial Kalyan Sansthan B Ed College, Jaipur",Jaipur,Rajasthan
24890,"Alankar Mahila B Ed College, Jaipur",Jaipur,Rajasthan
24891,"Agarwal Shikshak Prashikshan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24892,"Tilak Teacher Training College, Jaipur",Jaipur,Rajasthan
24893,"Akashdeep Teachers Traning Girls College, Jaipur",Jaipur,Rajasthan
24894,"Atma Ram Teacher Training College, Bassi",Jaipur,Rajasthan
24895,"AVM T T College, Jaipur",Jaipur,Rajasthan
24896,"AN B Ed College, Jaipur",Jaipur,Rajasthan
24897,"Adarsh Saraswati College, Dausa",Jaipur,Rajasthan
24898,"Shri Govind College, Jaipur",Jaipur,Rajasthan
24899,"UMD Memorial College, Jaipur",Jaipur,Rajasthan
24900,"Shri Ganga Singh College, Jaipur",Jaipur,Rajasthan
24901,"Sanskriti College, Jaipur",Jaipur,Rajasthan
24902,"SBS Girls College, Jaipur",Jaipur,Rajasthan
24903,"Rajguru Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24904,"Jagguka Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24905,"K G R Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24906,"Vinayak International College, Jaipur",Jaipur,Rajasthan
24907,"Vinayak PG College, Jaipur",Jaipur,Rajasthan
24908,"Vivek PG Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24909,"Vivekanand Girls PG College, Jaipur",Jaipur,Rajasthan
24910,"Educom College, Jaipur",Jaipur,Rajasthan
24911,"Vidhya Sagar Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24912,"Vidyasthali Institute Of Technology & Science Management (VITSM), Jaipur",Jaipur,Rajasthan
24913,"Vinayak College, Jaipur",Jaipur,Rajasthan
24914,"Vinayak Girls College, Jaipur",Jaipur,Rajasthan
24915,"Vasundhara Mahila PG Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24916,"Vedic Balika PG Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24917,"Vedic Kanya PG College, Jaipur",Jaipur,Rajasthan
24918,"Target Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24919,"Tilak PG College, Jaipur",Jaipur,Rajasthan
24920,"Tirupati College, Jaipur",Jaipur,Rajasthan
24921,"Universe College Of Art & Commerce, Jaipur",Jaipur,Rajasthan
24922,"Utkrisht Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24923,"Swami Vivekanand Mahavidyalaya, Jobner",Jaipur,Rajasthan
24924,"Tagore Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24925,"Tagore PG Girls College, Jaipur",Jaipur,Rajasthan
24926,"St Xaviers College PG College, Jaipur",Jaipur,Rajasthan
24927,"Stani Memorial PG College, Jaipur",Jaipur,Rajasthan
24928,"Sundar Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24929,"Supreme Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24930,"Swami Vivekanand College, Phulera",Jaipur,Rajasthan
24931,"Soni Devi Kanaram College, Jaipur",Jaipur,Rajasthan
24932,"Sant J K L College, Jaipur",Jaipur,Rajasthan
24933,"St Wilfreds PG College, Jaipur",Jaipur,Rajasthan
24934,"Smt Anar Devi Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24935,"Smt Hemlata Memorial College, Jaipur",Jaipur,Rajasthan
24936,"Shrimati Pana Devi Morijawala Rajkiya Kanya Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24937,"Shri Shyam Mahila College, Jaipur",Jaipur,Rajasthan
24938,"Shri Veer Tejaji College, Jaipur",Jaipur,Rajasthan
24939,"Sri Sathya Sai PG College for Women, Jaipur",Jaipur,Rajasthan
24940,"Shri Shirdi Sai Baba College, Jaipur",Jaipur,Rajasthan
24941,"Shri Shyam Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24942,"Shri Minesh PG Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24943,"Shri Nanu Ram Choudhary Memorial Girls College, Jaipur",Jaipur,Rajasthan
24944,"Shri Narayan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24945,"Shri Pitambra PG Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24946,"Shri Radha Swami College, Jaipur",Jaipur,Rajasthan
24947,"Shri Maharaja Vinayak College, Jaipur",Jaipur,Rajasthan
24948,"Shri Gauri Shankar Bihani Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24949,"Shri Kalyan College, Jaipur",Jaipur,Rajasthan
24950,"Shree Khandelwal Vaish PG Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24951,"Shri Krishna Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24952,"Shri Krishna Mahavidyalaya, Shahpura",Jaipur,Rajasthan
24953,"Shri Krishna Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24954,"Shri Lal Bahadur Shastri Kanya PG Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24955,"Shree Veer Balika PG College, Jaipur",Jaipur,Rajasthan
24956,"Shree Ganesh Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24957,"Shri Ram College, Sodala",Jaipur,Rajasthan
24958,"Sri Balaji PG Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24959,"Shri Bhawani Niketan PG Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24960,"Shree Karni College, Jaipur",Jaipur,Rajasthan
24961,"Shankara Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24962,"Shashi College, Jaipur",Jaipur,Rajasthan
24963,"RL Saharia Government PG College, Kaladera",Jaipur,Rajasthan
24964,"Seva Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24965,"Shahid Bhagat Singh College, Jaipur",Jaipur,Rajasthan
24966,"Savitri Bai Phule Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24967,"Saraswati Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24968,"Saraswati Girls College, Jaipur",Jaipur,Rajasthan
24969,"S J College, Jaipur",Jaipur,Rajasthan
24970,"S S College, Jaipur",Jaipur,Rajasthan
24971,"SS Girls College, Jaipur",Jaipur,Rajasthan
24972,"Sagar Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24973,"Saint Soldier College For Girls, Jaipur",Jaipur,Rajasthan
24974,"Sanskar Bharti College, Jaipur",Jaipur,Rajasthan
24975,"Sanskar Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24976,"Rajasthan Swayat Shasan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24977,"Rajputana PG College, Jaipur",Jaipur,Rajasthan
24978,"Ratan Devi College, Dhodhsar",Jaipur,Rajasthan
24979,"Ratan Devi Industrial Training Center, Jaipur",Jaipur,Rajasthan
24980,"Rama Institute of Information Technology, Jaipur",Jaipur,Rajasthan
24981,"Raghukul College Of Excellence, Jaipur",Jaipur,Rajasthan
24982,"Rawat Girls College, Jaipur",Jaipur,Rajasthan
24983,"Rajasthan Sangeet Sansthan, Jaipur",Jaipur,Rajasthan
24984,"Prince Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24985,"Purushottam Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24986,"RK Vigyan PG Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24987,"Rajasthan School Of Art, Jaipur",Jaipur,Rajasthan
24988,"Poddar International College, Jaipur",Jaipur,Rajasthan
24989,"Poddar Management & Training Institute, Jaipur",Jaipur,Rajasthan
24990,"Prakash Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24991,"Prince College, Jaipur",Jaipur,Rajasthan
24992,"New Adarsh PG College, Jaipur",Jaipur,Rajasthan
24993,"Parishkar College Of Global Excellence (PCGE), Jaipur",Jaipur,Rajasthan
24994,"Pink City Girls College, Jaipur",Jaipur,Rajasthan
24995,"Mahatma Gandhi International Girls College, Jaipur",Jaipur,Rajasthan
24996,"Manav PG Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24997,"Manavata Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
24998,"Manoharpur Co Ed College, Jaipur",Jaipur,Rajasthan
24999,"Mayur College, Jaipur",Jaipur,Rajasthan
25000,"Meera Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25001,"Mehta College & Institute Of Technology, Jaipur",Jaipur,Rajasthan
25002,"Muslim Balika Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25003,"Navrang Shikshak Prashikshan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25004,"Mahaveer College Of Commerce (MCC), Jaipur",Jaipur,Rajasthan
25005,"Mahatma Jyotirao Phoole Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25006,"Maa Sharda Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25007,"Maharaja Surajmal Mahavidyalaya, Bharatpur",Jaipur,Rajasthan
25008,"Maharani College, Jaipur",Jaipur,Rajasthan
25009,"Maharshi Parshuram College, Jaipur",Jaipur,Rajasthan
25010,"Mahatma Gandhi Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25011,"Laxmi Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25012,"Khoj Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25013,"Kiran Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25014,"Kotputli Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25015,"Lal Bahadur Shastri Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25016,"Jobner PG College, Jobner",Jaipur,Rajasthan
25017,"Kalyani Devi Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25018,"Kasturi Devi Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25019,"Kedia Institute Of Science & Management College, Jaipur",Jaipur,Rajasthan
25020,"JVM Girls College, Jaipur",Jaipur,Rajasthan
25021,"Jai Baba Amarnath Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25022,"Jamna Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25023,"Jaswal College, Jaipur",Jaipur,Rajasthan
25024,"IRIS College, Jaipur",Jaipur,Rajasthan
25025,"J B Girls College, Jaipur",Jaipur,Rajasthan
25026,"J B International College, Jaipur",Jaipur,Rajasthan
25027,"J D Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25028,"Government PG College, Jaipur",Jaipur,Rajasthan
25029,"Gurukul College, Jaipur",Jaipur,Rajasthan
25030,"Gyandeep PG Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25031,"Hans College, Jaipur",Jaipur,Rajasthan
25032,"Biff & Bright College of Engineering and Technology (BBCET), Jaipur",Jaipur,Rajasthan
25033,"Bright Moon Girls PG College, Jaipur",Jaipur,Rajasthan
25034,"Bright Star College, Jaipur",Jaipur,Rajasthan
25035,"DCS PG College, Jaipur",Jaipur,Rajasthan
25036,"Dev PG College, Jaipur",Jaipur,Rajasthan
25037,"Devansh Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25038,"Dr Shankar Dayal Sharma PG College, Jaipur",Jaipur,Rajasthan
25039,"G D College, Jaipur",Jaipur,Rajasthan
25040,"Bhavans College Of Communication & Management, Jaipur",Jaipur,Rajasthan
25041,"Baba Ganagdas Government Girls College, Jaipur",Jaipur,Rajasthan
25042,"Baba Narayan Das PG College, Jaipur",Jaipur,Rajasthan
25043,"Bagru Girls College, Jaipur",Jaipur,Rajasthan
25044,"Basant Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25045,"Bansur Nursing College, Jaipur",Jaipur,Rajasthan
25046,"Bansur Polytechnic College, Jaipur",Jaipur,Rajasthan
25047,"Bansur ITI College, Jaipur",Jaipur,Rajasthan
25048,"Aamer Maharaja ITI, Jaipur",Jaipur,Rajasthan
25049,"Arawali College, Jaipur",Jaipur,Rajasthan
25050,"Aryan Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25051,"Ashutosh Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25052,"B R Memorial Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25053,"Bansur Girls College, Jaipur",Jaipur,Rajasthan
25054,"Amer Maharaja College, Jaipur",Jaipur,Rajasthan
25055,"Alankar Mahila Pvt ITI, Jaipur",Jaipur,Rajasthan
25056,"Ahangran Girls College, Jaipur",Jaipur,Rajasthan
25057,"Akashdeep PG Girls College, Jaipur",Jaipur,Rajasthan
25058,"Akhandata Mahila Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25059,"Alankar PG Girls College, Jaipur",Jaipur,Rajasthan
25060,"Adarsh Mahavidyalaya, Andhi",Jaipur,Rajasthan
25061,"A N College, Jaipur",Jaipur,Rajasthan
25062,"Atmaram College, Bassi",Jaipur,Rajasthan
25063,"Abhinav International College For Girls, Jaipur",Jaipur,Rajasthan
25064,"Maharani Balika Mahavidyalaya, Jaipur",Jaipur,Rajasthan
25065,"Mahatma Gandhi Of Education, Jaipur",Jaipur,Rajasthan
25066,"ICG Institute Of Education Research And Development, Jaipur",Jaipur,Rajasthan
25067,"Swarup College of Education, Jaipur",Jaipur,Rajasthan
25068,"Hans College Of Education, Kotputli",Jaipur,Rajasthan
25069,"Rayan College Of Education And Technology, Jaipur",Jaipur,Rajasthan
25070,"Parishkar Institute Of Education, Jaipur",Jaipur,Rajasthan
25071,"Gaurav College of Education, Jaipur",Jaipur,Rajasthan
25072,"Hans College Of Education, Jaipur",Jaipur,Rajasthan
25073,"Cmbridge Court College Of Education, Jaipur",Jaipur,Rajasthan
25074,"K M D Memorial College Of Education, Jaipur",Jaipur,Rajasthan
25075,"Astha College Of Education, Jaipur",Jaipur,Rajasthan
25076,"Siddarth College Of Education, Jaipur",Jaipur,Rajasthan
25077,"Ram Krishna College OF Education, Jaipur",Jaipur,Rajasthan
25078,"Meera Girls College, Jaipur",Jaipur,Rajasthan
25079,"Paramount Airways Training Academy (PATA), Jaipur",Jaipur,Rajasthan
25080,"Baldev Ram Mirdha Institute of Technology, Jaipur",Jaipur,Rajasthan
25081,"Central Institute of Plastics Engineering and Technology (CIPET), Jaipur",Jaipur,Rajasthan
25082,"Poornima College of Engineering, Jaipur",Jaipur,Rajasthan
25083,"Poornima School of Management, Jaipur",Jaipur,Rajasthan
25084,"S S Jain Subodh P G College, Jaipur",Jaipur,Rajasthan
25085,"Rawat Mahila B Ed College, Jaipur",Jaipur,Rajasthan
25086,"KMD Memorial College of Education, Jaipur",Jaipur,Rajasthan
25087,"International College for Girls, Jaipur",Jaipur,Rajasthan
25088,"Akashdeep College of Pharmacy, Jaipur",Jaipur,Rajasthan
25089,Banasthali Vidyapith,Jaipur,Rajasthan
25090,"Gyan Vihar International School of Business Management (ISBM), Jaipur",Jaipur,Rajasthan
25091,"Varun College of Pharmacy, Jaipur",Jaipur,Rajasthan
25092,"SMS Medical Department of Pharmacy, Jaipur",Jaipur,Rajasthan
25093,"Upchar College of Nursing, Jaipur",Jaipur,Rajasthan
25094,"Rawat Nursing College, Jaipur",Jaipur,Rajasthan
25095,"Rawat PG Girls College, Jaipur",Jaipur,Rajasthan
25096,"MSME Development Institute (DI), Jaipur",Jaipur,Rajasthan
25097,"Institute of Co Operative Management, Jaipur",Jaipur,Rajasthan
25098,"NIMS Nursing College, Jaipur",Jaipur,Rajasthan
25099,"Institute of Pharmacy, NIMS University, Jaipur",Jaipur,Rajasthan
25100,"Institute of Basic & Applied Sciences, NIMS University, Jaipur",Jaipur,Rajasthan
25101,"Institute of Advanced Sciences, Nims University, Jaipur",Jaipur,Rajasthan
25102,"National Institute of Medical Sciences & Research, Jaipur",Jaipur,Rajasthan
25103,"Institute of Advanced Engineering, NIMS, Jaipur",Jaipur,Rajasthan
25104,"Apex Polytechnic Institute (API), Jaipur",Jaipur,Rajasthan
25105,"Apex Institute of Engineering & Technology (AIET), Jaipur",Jaipur,Rajasthan
25106,"Centre for Maritime Education and Training (CMET), Jaipur",Jaipur,Rajasthan
25107,"International Institute of Hotel Management (IIHM), Jaipur",Jaipur,Rajasthan
25108,"Government Women Polytechnic College (GWPC), Jaipur",Jaipur,Rajasthan
25109,"Government Ram Chandra Khaitan Polytechnic College, Jaipur",Jaipur,Rajasthan
25110,"Mahatma Gandhi University of Medical College, Jaipur",Jaipur,Rajasthan
25111,"Mahatma Gandhi Nursing College, Jaipur",Jaipur,Rajasthan
25112,"Advait Vedanta Institute of Technology (ADVED), Jaipur",Jaipur,Rajasthan
25113,"Dr.Madan Pratap Khuteta Rajasthan Homeopathic Medical College,Jaipur",Jaipur,Rajasthan
25114,"Rajaputana Ayurvedic & Unani Tibbi College, Jaipur",Jaipur,Rajasthan
25115,"S M S Medical College, Jaipur",Jaipur,Rajasthan
25116,"International Institute of Management Engineering and Technology (IIMET), Jaipur",Jaipur,Rajasthan
25117,"Stani Memorial College of Engineering and Technology (SMCET), Jaipur",Jaipur,Rajasthan
25118,"Soni College of Nursing, Jaipur",Jaipur,Rajasthan
25119,"NIMT College of Post Basic Nursing, Jaipur",Jaipur,Rajasthan
25120,"Jaipur Hospital College of Nursing & Medical Training Centre, Jaipur",Jaipur,Rajasthan
25121,"Jaipur Physiotherapy College & Hospital, Amer",Jaipur,Rajasthan
25122,"Soni Nursing College, Jaipur",Jaipur,Rajasthan
25123,"Rajasthan College of Eengineering for Women, Jaipur",Jaipur,Rajasthan
25124,"Seedling Academy Of Design,Technology & Management, Jaipur",Jaipur,Rajasthan
25125,"SMS Medical College : College of Nursing, Jaipur",Jaipur,Rajasthan
25126,"Maharishi Arvind Insitute of Hotel Management, Jaipur",Jaipur,Rajasthan
25127,"LNM Institute of Information Technology, Jaipur",Jaipur,Rajasthan
25128,"Institute of Hotel Management Catering Technology & Applied Nutrition, Jaipur",Jaipur,Rajasthan
25129,"Rajasthan College of Nursing, Jaipur",Jaipur,Rajasthan
25130,"Shri Krishna Institute of Medical & Health Sciences & Research, Mansarovar",Jaipur,Rajasthan
25131,"Sri Sathya Sai College For Women, Jaipur",Jaipur,Rajasthan
25132,"Shree Swaroop Govind Pareek PG College, Jaipur",Jaipur,Rajasthan
25133,"Jai Durga College of Nursing, Jhothwara",Jaipur,Rajasthan
25134,"Govt Nursing College, Jaipur",Jaipur,Rajasthan
25135,"Jaipur College of Nursing & Hospital, Jaipur",Jaipur,Rajasthan
25136,"Swasthya Kalyan Homoeopathy Medical College & Research Institute, Jaipur",Jaipur,Rajasthan
25137,"Swasthya Kalyan Polytechnic College, Chaksu",Jaipur,Rajasthan
25138,"Swasthya kalyan Women polytechnic college, Jaipur",Jaipur,Rajasthan
25139,"Swasthya Kalyan College of Physiotherapy, Jaipur",Jaipur,Rajasthan
25140,"Jai Durga College of Physiotherapy, Jhotwara",Jaipur,Rajasthan
25141,"Internationa institute of Management Engineering & Technology(IIMET), Jaipur",Jaipur,Rajasthan
25142,"SKN College of Agriculture, Jaipur",Jaipur,Rajasthan
25143,"Government Dental College And Hospital, Jaipur",Jaipur,Rajasthan
25144,"SMS Medical College, Jaipur",Jaipur,Rajasthan
25145,"S M S Medical College & Hospital, Jaipur",Jaipur,Rajasthan
25146,"Sri Balaji College of Pharmacy, Jaipur",Jaipur,Rajasthan
25147,Institute Of of Hotel Management,Jaipur,Rajasthan
25148,JAIPUR ENGINEERING COLLEGE AND RESEARCH CENTER,Jaipur,Rajasthan
25149,"Jaipur Institute of Engineering & Technology (JIET), Jaipur",Jaipur,Rajasthan
25150,"Lal Bahadur Shastri PG College, Jaipur",Jaipur,Rajasthan
25151,"JK Lakshmipat University Institute of Engineering and Technology, Jaipur",Jaipur,Rajasthan
25152,"Pink City College of Nursing, Jaipur",Jaipur,Rajasthan
25153,"Shri Krishna Law College, Kotputli",Jaipur,Rajasthan
25154,"Rajdhani Engineering College, Jaipur",Jaipur,Rajasthan
25155,"St Wilfreds College for Girls, Jaipur",Jaipur,Rajasthan
25156,"St Wilfreds College of Law, Jaipur",Jaipur,Rajasthan
25157,"St Wilfreds Institute of Management & Technology, Jaipur",Jaipur,Rajasthan
25158,"St Wilfreds Teacher’s Training College, Jaipur",Jaipur,Rajasthan
25159,"Swami Keshvanand Institute of Sciences, Jaipur",Jaipur,Rajasthan
25160,"Vivekananda Institute of Technology East, Jaipur",Jaipur,Rajasthan
25161,"Institute of Certified Management Accountants of India, Jaipur",Jaipur,Rajasthan
25162,"Jasoda Devi College and Institutions, Jaipur",Jaipur,Rajasthan
25163,"MKM Institute of Management, Jaipur",Jaipur,Rajasthan
25164,"Gyan Vihar School of Engineering And Technology College, Jaipur",Jaipur,Rajasthan
25165,"Jaipur Institute for Integrated Learning in Management (JIILM), Jaipur",Jaipur,Rajasthan
